"","Protein","Gene","Protein_Description","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","log_prot","log_PISA","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"1539","sp|P64506|YEBY_ECOLI","yebY","Uncharacterized protein YebY",393107.840157896,496105.513787503,543037.479040827,446594.583355935,499927.217807383,350149.259478674,452460.310322296,510890.112609366,568850.560259357,713564.9043,600235.289331616,764148.622920674,966035.330066032,1009723.08246132,920869.150647915,1068406.25455249,0.583084325725975,-0.0511277816278791,0.107568554685776,2.85588546604991,"not significant","not significant",0,0,"0"
"1540","sp|P64530|RCNR_ECOLI","rcnR","Transcriptional repressor RcnR",119469.160341437,129401.446010884,119331.038848011,125460.269750392,117091.798782783,108773.38565607,119091.955201655,118164.718195496,119216.731454261,126593.4453,118611.201938049,118638.38464216,95990.5053007972,90356.4912829175,87000.7812022081,96595.3132968818,-0.384898332083102,-0.0921314991442466,1.05408941447008,3.87850655488004,"not significant","not significant",0,0,"0"
"1541","sp|P64534|RCNB_ECOLI","rcnB","Nickel/cobalt homeostasis protein RcnB",7197939.70045262,7354634.46253662,9112549.18715839,7575280.05171969,5979094.02000038,4395717.68849365,5103864.74214279,4832381.78467639,3829464.67991935,3529641.541,3842941.30295908,3670631.74731963,6048248.56157384,5932339.62906568,6464950.90398196,6042885.65169286,0.719435405177969,-0.621147674792505,2.26717445126063,5.24252536943481,"not significant","not significant",0,0,"0"
"1542","sp|P64581|YQJD_ECOLI","yqjD","Uncharacterized protein YqjD",18904386.2923325,18062901.2135699,18545951.2044482,18602494.9555772,12260290.2169707,11631673.1024576,12549053.9113826,13372383.3177845,6891249.83556198,6735762.813,6408452.7336108,6437466.31508155,13843887.8267,14827370.8726923,14478989.5118338,14203665.8539256,1.11537397264716,-0.573245936688881,4.25638459353017,6.47625086080495,"not significant","significant",0,2,"2"
"1543","sp|P64588|YQJI_ECOLI","yqjI","Transcriptional regulator YqjI",5937095.16968827,5643557.54203793,5259319.31945755,5813083.57673369,3934689.89484713,4014766.87099347,3999183.81378891,4279878.58078413,3230639.80720024,3333543.982,2989889.94509454,3317372.24783036,3527974.1054019,3611000.60688458,3467654.80511513,3676212.4926248,0.150108940953997,-0.481174303428775,3.51862171912037,1.99693956471093,"not significant","not significant",0,0,"0"
"1544","sp|P64594|YHAV_ECOLI","yhaV","Ribonuclease toxin YhaV",354947.723019722,352814.662808139,363657.411770778,328479.488211572,223201.804051459,221716.206281579,223046.599373057,218076.00798468,238955.996324701,233822.8477,236707.729393893,250316.521850251,307872.640336197,164967.103147427,215891.068114364,183748.149318437,-0.137618123223287,-0.659878296684533,4.39887249059062,0.270080074177204,"not significant","not significant",0,0,"0"
"1545","sp|P64596|YRAP_ECOLI","yraP","Uncharacterized protein YraP",9915042.62737789,7184383.51482187,8583633.38000666,8412308.36068427,5817386.09721681,6117934.57915849,6972243.62264089,6609561.18494837,3644090.59640922,3516713.398,3588919.46372467,3161783.99125191,7654728.24561657,6449673.17310823,7502123.13980314,7474513.44923485,1.06380000657374,-0.418109933391289,1.68156644593312,4.57706080806461,"not significant","significant",0,2,"2"
"1546","sp|P64599|UBIT_ECOLI","ubiT","Ubiquinone biosynthesis accessory factor UbiT",265995.687731845,300083.05672029,279869.395709114,272234.354263606,386848.542423869,337318.104864465,432268.344988029,412087.081594312,604697.620498819,641592.4922,604450.650158699,623085.852502082,167310.491760354,138462.959185035,143067.396171538,145092.831943703,-2.05837064057804,0.488250168113166,2.34904095046853,6.95048417581973,"not significant","significant",0,2,"2"
"1547","sp|P64604|MLAD_ECOLI","mlaD","Intermembrane phospholipid transport system binding protein MlaD",1838333.03842011,1720267.12986708,1772203.64225797,1774161.86788306,1550538.1453116,1434373.69363484,1469316.60713215,1492467.10606227,1098856.86645482,1093585.75,1107906.62850207,1080094.27839557,1459092.20994619,1439782.14441699,1428061.83604681,1386021.75926925,0.383160959750672,-0.256739463149143,3.26712721104231,5.57318015440108,"not significant","not significant",0,0,"0"
"1548","sp|P64606|MLAE_ECOLI","mlaE","Intermembrane phospholipid transport system permease protein MlaE",98713.2569503116,92111.4699809675,95819.9195494705,112762.449207648,80620.5698286803,89131.802354189,89007.0651884142,78652.7908616481,72086.5512090993,66477.7178,69100.9842640853,60419.8788851051,81987.7431769813,81810.4005004087,82311.1026512605,90351.7219753494,0.327747941851226,-0.243347703676021,1.41581248361938,2.6211119765595,"not significant","not significant",0,0,"0"
"1549","sp|P64612|ZAPE_ECOLI","zapE","Cell division protein ZapE",49213.6154505287,47138.1025005147,47597.656132594,42947.6014416116,81198.4518839704,83395.4803082061,88874.8479064729,102968.025744251,121802.97360092,131295.0581,117237.174919582,126467.395666003,64201.0424730246,49153.7479280527,54697.0366401213,54552.8769839259,-1.15818865085386,0.931403095215644,3.24950706703647,5.04343123307569,"not significant","significant",0,2,"2"
"1550","sp|P64624|YHEO_ECOLI","yheO","Uncharacterized protein YheO",563545.058061431,534497.690061361,503712.189023573,547688.024075671,700807.626354612,661248.482332023,679536.199110083,735614.741283993,1324317.5650984,1380173.981,1180091.3941847,1360756.9342386,448467.69017749,397587.911347334,430071.5385656,406118.127561538,-1.64064819332061,0.369671911695495,3.09220346432988,5.45526165973008,"not significant","significant",0,2,"2"
"1551","sp|P65292|YGDI_ECOLI","ygdI","Uncharacterized lipoprotein YgdI",454102.67522869,321313.029721513,405706.960730222,377644.637817017,774176.654118701,443607.473831125,506631.668046918,495368.724595147,187836.046673669,167523.2603,172137.346637786,135143.694950366,566768.206927226,691560.947282605,651323.22809655,611702.424410774,1.92790119172463,0.510014062612639,0.971212150430644,5.08552151891519,"not significant","significant",0,2,"2"
"1552","sp|P65556|YFCD_ECOLI","yfcD","Uncharacterized Nudix hydrolase YfcD",1448642.88239816,1448168.78488654,1418715.89775699,1489405.83011074,1011649.67421003,1029013.37960673,870803.936790082,901251.214487887,1265049.8627052,1228926.828,1242698.34276688,1125838.00757895,605723.195001109,562904.697597923,491240.087693054,547074.00914508,-1.13965341118762,-0.606459607355303,3.87473379829897,5.213941939865,"not significant","significant",0,2,"2"
"1553","sp|P66817|DIAA_ECOLI","diaA","DnaA initiator-associating protein DiaA",141753.590113019,112687.058016999,131132.375442276,141307.094394814,155960.751539288,160959.046502213,151166.481951026,194988.765636701,159945.531798595,189968.2791,189560.392678628,187690.87317288,222414.940668494,247344.708702019,241273.005262121,261687.448677368,0.419741820952703,0.331697421121021,1.36181897798986,2.75063394476239,"not significant","not significant",0,0,"0"
"1554","sp|P66948|BEPA_ECOLI","bepA","Beta-barrel assembly-enhancing protease",2166423.17241674,2006242.41799714,1952207.12323833,2187620.87188216,1707505.54511996,1651097.7555541,1617797.9837639,1609057.71004868,2287796.07486274,2429126.707,2418869.99408297,2592085.53348674,4268329.08546732,4412784.7716343,4411621.64925393,4360430.31825059,0.843291663538321,-0.335997325022977,2.89219635831385,6.15908164270154,"not significant","not significant",0,0,"0"
"1555","sp|P67080|PLPHP_ECOLI","yggS","Pyridoxal phosphate homeostasis protein",1880456.24079087,1135864.61722637,1155451.12345721,1611589.64233194,733396.361815241,735491.360821181,748625.773571332,728787.972432625,792251.420640676,844870.7793,662599.332109902,793920.029503647,1169277.53852743,1122246.10851139,1175299.21917814,1196811.65225587,0.592148679718772,-0.973003258230728,1.85845281494298,3.87511157650683,"not significant","not significant",0,0,"0"
"1556","sp|P67087|RSMI_ECOLI","rsmI","Ribosomal RNA small subunit methyltransferase I",400347.299936403,307881.091690368,299832.439038358,343515.800139608,558886.629495777,527996.686913672,511061.228605525,490772.843555525,880424.289722253,899851.2896,902197.412588203,908415.055372063,440174.777943372,409102.363848946,398824.512751332,406483.158578651,-1.11787142964769,0.627973992299759,2.86328244856503,7.00183264252229,"not significant","significant",0,2,"2"
"1557","sp|P67430|NEMR_ECOLI","nemR","HTH-type transcriptional repressor NemR",179667.074596848,175258.049800954,191627.144307699,187566.464115754,169685.829845192,152525.623814472,183561.705600775,191577.677207078,179275.789328226,187929.6104,180399.88010749,186239.883109035,197424.347780614,178105.344336032,219295.143297264,205309.245423572,0.124766082012306,-0.0741287593918933,0.387361470751384,0.920972948341518,"not significant","not significant",0,0,"0"
"1558","sp|P67603|AC4CH_ECOLI","yqfB","N(4)-acetylcytidine amidohydrolase",907205.121457112,1523069.57949509,1669006.1775817,936746.42175562,1003459.2818713,791746.072635308,969416.703545648,816546.562695012,980416.782748556,944650.3301,910625.098721296,943076.359299779,967899.000144163,937791.045245042,945925.005882087,922567.629696629,-0.00175190894569852,-0.491855653796893,0.807798440855323,0.0219469638693455,"not significant","not significant",0,0,"0"
"1559","sp|P67660|YHAJ_ECOLI","yhaJ","Probable HTH-type transcriptional regulator YhaJ",203951.22777869,156818.228743151,156992.164844641,199490.063401644,222516.960733868,229444.200211863,241567.134896042,312808.165403509,589142.1448675,610634.9355,609163.298071979,590197.373765283,316041.749329271,258403.478357015,278315.951885475,285475.37536593,-1.07571557770432,0.488561383457988,1.4237888377547,5.89647863112729,"not significant","significant",0,2,"2"
"1560","sp|P67826|CUTC_ECOLI","cutC","Copper homeostasis protein CutC",1476105.31225211,1332254.04865607,1449028.62209218,1354384.01957388,914629.726934471,916310.82942071,913035.433567754,910325.037102423,757118.147880494,747340.0195,754097.406360401,737084.799225329,1072147.91703902,1104242.75045932,1092478.59190419,1137670.38085627,0.556781744883081,-0.618860913294298,4.12473433401082,5.95513391142599,"not significant","not significant",0,0,"0"
"1561","sp|P67910|HLDD_ECOLI","hldD","ADP-L-glycero-D-manno-heptose-6-epimerase",5296940.01724802,6279972.90727342,6954250.23922798,5784707.50947078,11199587.1173969,9481376.25150836,11677830.4535681,8693932.46490923,11374717.4452698,10921672.11,12447318.8541219,11061101.6126995,9851219.34396138,10746436.4824601,10382235.2994036,9422241.08400619,-0.181067672777961,0.755579782936169,2.40172730774404,1.55417752522699,"not significant","not significant",0,0,"0"
"1562","sp|P68066|GRCA_ECOLI","grcA","Autonomous glycyl radical cofactor",9128666.55270429,10594605.0449132,11128889.3790816,9199499.27673663,8534440.90437437,7633620.01307821,7018980.65767101,6856863.29665149,10314011.5522152,10315387.2,9300772.70725414,9908291.00488995,3196281.95889068,2694928.81386005,2748478.24972451,2521487.31104519,-1.83567288054751,-0.414789712365009,1.89178059047035,6.04902329289063,"not significant","significant",0,2,"2"
"1563","sp|P68206|YJBJ_ECOLI","yjbJ","UPF0337 protein YjbJ",14864457.5676417,16804739.4422338,18214586.110349,16156133.206166,24390030.2493836,30632236.0082336,24908067.1148282,18844089.0596294,6301685.49238464,5508680.103,5399855.19986612,5137849.33488637,19580862.230238,20127035.9549319,19800117.0207814,19752108.2255032,1.82644496129959,0.580799212959807,1.57734198641855,7.22420957442639,"not significant","significant",0,2,"2"
"1564","sp|P68398|TADA_ECOLI","tadA","tRNA-specific adenosine deaminase",86171.6821976347,116431.959202134,101631.331067573,99325.9701030951,111749.759488546,114929.525069766,115250.461272875,139921.82768041,223318.370562943,224922.5234,218916.396322549,228777.410721726,210900.284214496,201343.474606591,197311.679799781,205659.743692921,-0.136212667174228,0.255802261989305,1.01893497515977,2.77158992946842,"not significant","not significant",0,0,"0"
"1565","sp|P68567|RSMJ_ECOLI","rsmJ","Ribosomal RNA small subunit methyltransferase J",93640.511733922,96055.4822195061,82453.3481098109,101586.092707054,124460.889790829,102643.668810958,108891.011996461,115268.573870873,269943.993096835,277335.812,210486.163639066,274950.069792818,132870.220320997,115073.713363062,122527.468396017,133442.507784688,-1.03519443148003,0.271954797040695,1.52149766697485,3.51839782014388,"not significant","significant",0,2,"2"
"1566","sp|P68679|RS21_ECOLI","rpsU","30S ribosomal protein S21",2455732.05472962,2965274.53852751,3096132.29289659,2882074.48117526,4748927.54026664,4961336.66348937,3635689.72918062,3173879.66425534,4196503.82165775,4368727.668,4851324.67089045,4592867.69661323,1277950.34079955,1375850.05300993,976362.831081695,997509.9553122,-1.96039314263821,0.535264883829458,1.36168371193535,5.47818714657186,"not significant","significant",0,2,"2"
"1567","sp|P68739|NFI_ECOLI","nfi","Endonuclease V",88197.8266717326,78425.6260268433,82581.3529753041,100259.638581537,126216.665046934,131349.801644961,132344.366067283,146740.139986895,199873.536008598,214958.5391,219323.355079711,221391.275320242,122182.163911537,116837.148130358,109249.66311478,124002.33221836,-0.857230727753155,0.618838414493828,2.97882857220698,5.11563549316708,"not significant","not significant",0,0,"0"
"1568","sp|P68767|AMPA_ECOLI","pepA","Cytosol aminopeptidase",10905191.1166673,9618359.63332619,9509973.68566004,11213474.8913384,4822536.39282511,5224731.86093699,5047354.86796878,5595590.37240734,4533920.26615777,4811290.312,4445942.04186386,4850040.16444235,8589457.71023024,8642564.45208723,8495635.43195663,9366968.31733553,0.91275594962991,-0.995340636852558,3.75203274293199,5.37370116305565,"not significant","not significant",0,0,"0"
"1569","sp|P68919|RL25_ECOLI","rplY","50S ribosomal protein L25",3335033.31062459,3790372.9016495,3809012.5388923,3308990.6326931,5110898.46330319,4619027.6457892,4781756.3102119,4539155.27668104,6051253.33250348,6003352.382,5777034.43039664,5839266.61845811,3502163.98348883,3527873.62039453,3563428.86508149,3285517.17379351,-0.770213049265424,0.419559917365539,2.75132192708527,6.14783381678546,"not significant","not significant",0,0,"0"
"1570","sp|P69054|DHSC_ECOLI","sdhC","Succinate dehydrogenase cytochrome b556 subunit",5329661.31112172,5306288.01424593,5270234.43910049,5652434.4755754,1904667.95838222,2445855.69656053,2630370.65435062,3262393.8250709,2155598.43638821,2092163.193,1983639.68918162,2379130.51726965,2608316.58626492,2490849.00065543,2618290.42026636,2871479.72756663,0.298383340637729,-1.07358581390316,3.51138628135169,2.19243047477127,"significant","not significant",1,0,"1"
"1571","sp|P69222|IF1_ECOLI","infA","Translation initiation factor IF-1",6903122.69748456,5035533.87539384,6346933.51910782,6258298.49994042,4313459.55702942,4631369.19272063,4741284.56241983,4964734.36171282,3076354.00307663,2940710.463,3333864.54373729,2846720.45833825,4062716.69287464,3778187.97665117,4260584.04092728,3934772.94843784,0.394734700878236,-0.396122637470258,1.70321029284856,3.07395500542589,"not significant","not significant",0,0,"0"
"1572","sp|P69228|BAER_ECOLI","baeR","Transcriptional regulatory protein BaeR",3256370.07363145,2835115.15446949,3008355.09102157,2956916.18967528,1985551.34797888,1893737.7355496,1918259.01345623,2023648.9695067,2037608.99431109,2081434.971,2048461.86786422,2087478.09075199,1256203.08660712,1213391.82658509,1194753.70860423,1268205.63243307,-0.742930486031109,-0.624380507724071,3.796753458321,6.80490767268319,"not significant","not significant",0,0,"0"
"1573","sp|P69411|RCSF_ECOLI","rcsF","Outer membrane lipoprotein RcsF",1852310.8407165,1072653.1204818,1096413.81553483,1579984.72011224,572282.186906465,675785.910625014,757897.759137223,1230358.4149146,471563.28725678,504223.4609,466833.059691865,503989.991322538,1090280.28897739,971454.118393648,990206.17615179,1343865.16382142,1.17516391167312,-0.791421627080495,1.17295654639957,3.25769169385474,"not significant","significant",0,2,"2"
"1574","sp|P69425|TATB_ECOLI","tatB","Sec-independent protein translocase protein TatB",327701.671652605,330915.063459839,261104.639247465,313417.824677647,700091.755329605,588360.499233787,515152.951155021,628844.668459711,575128.990082722,614392.6442,612409.680028028,593872.048480384,379010.092586105,427257.640691556,428412.485280673,443503.677817542,-0.513608686988762,0.980074412479533,2.95844781415331,4.18234267761836,"not significant","not significant",0,0,"0"
